card_id,name,rarity,stone,wind,veil,oath,eye,weight,upkeep,rules_text,section,initiative_text,initiative_summary
93,Chain Thrower,low,1,0,1,0,3,2,0,Siege operator with twin hook launchers.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
94,Siege Ox,low,1,0,3,0,1,2,0,Armored oxen bred for war.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
95,Fire Bearer,low,1,1,0,3,3,3,1,Slave-soldier carrying pots of burning oil.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
96,Obsidian Helm,low,1,2,1,1,2,2,0,"Dark helmet forged of obsidian, ornate crimson cloak.",Grunts,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
97,Chain Marshal,low,1,0,3,0,3,3,1,"Overseer in blackened bronze, chains wrapped as armor.",Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
98,Ash Oracle,low,0,1,1,2,2,2,0,Blindfolded woman covered in soot.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
99,Blood Prophet,low,1,1,1,2,3,3,1,"Emaciated, red tattoos across chest.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
100,Bone Choir,low,2,0,0,2,1,2,0,Trio of skeletal singers bound together.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
101,Hill Ram,low,1,1,2,1,1,2,0,Mountain champion with ram horns and stone hammer.,Grunts,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
102,Desert Viper,low,1,1,1,1,2,2,0,"Painted in green sands, snake totems.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
103,River Titan,low,1,0,0,1,3,2,0,"Colossal warrior clad in fishbone armor, wielding trident.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
104,Crocodile Warlord,low,0,2,0,1,2,2,0,Oversized armored crocodile.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
105,Vulture Queen,low,1,2,0,2,1,2,0,Enormous carrion bird with bone crown.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
106,Frog Mother,low,1,2,0,2,0,2,0,Towering amphibian with glowing throat sac.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
107,Desert Boar,low,0,0,2,0,3,2,0,"Tusks of obsidian, armor of sandstone.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
108,Tablet Binder,low,1,1,2,3,1,3,1,Emaciated scholar fused to clay tablet.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
109,Sand Archivist,low,0,1,0,1,1,1,0,"Cloaked, carrying sand-filled scrolls.",Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
110,Word Eater,low,0,2,0,2,1,2,0,Hollow-mouthed figure with glowing runes.,Grunts,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
111,Iron Juggernaut,low,0,1,2,3,0,2,0,"Gladiator clad in iron plates, massive hammer.",Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
112,Fire Ram,low,1,1,2,0,0,1,0,Wooden ram wrapped in burning oil.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
113,Bone Chariot,low,2,1,1,2,0,2,0,"Chariot built from bones, pulled by skeletal oxen.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
114,Siege Idol,low,0,3,0,1,1,2,0,Massive idol animated by cult.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
115,Oil Hydra,low,0,1,1,2,0,1,0,Multi-headed automaton spewing burning oil.,Grunts,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
116,Oath Singer,low,0,1,0,1,3,2,0,Robed figure with scrolls bound to arms.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
117,Tax Shade,low,2,2,1,1,0,2,0,"Phantom in tattered robes, clutching tablets.",Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
118,Ash Binder,low,0,3,0,3,1,3,1,Thin figure coated in grey ash.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
119,Mirror Reed,low,0,2,1,1,0,1,0,"Shimmering reed armor, reflective water mask.",Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
120,Sand Mirage,low,1,3,0,1,2,2,0,Cloaked desert nomad with glowing eyes.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
121,Echo Voice,low,0,0,1,1,2,1,0,"Mouth painted black, surrounded by whispers.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
122,Scorpion Alchemist,low,1,2,1,0,1,2,0,"Hooded with vials, scorpion tattoo on face.",Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
123,Reed Brewmaster,low,2,0,1,1,1,2,0,Reed-wrapped figure with gourds.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
124,Toxin Whisperer,low,1,2,1,1,0,2,0,Thin robed figure with green smoke trailing mouth.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
125,Bone Caller,low,2,1,2,1,1,2,0,Wears necklace of skulls.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
126,Idol Chanter,low,0,2,1,0,0,1,0,Chained to idol fragments.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
127,Blood Keeper,low,1,2,1,2,0,2,0,"Figure covered in red runes, clay tablets strapped to chest.",Grunts,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
128,Trap Setter,low,0,0,1,1,1,1,0,Ragged worker with rope and spikes.,Grunts,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
129,Fire Sapper,low,2,1,2,0,0,2,0,"Blackened armor, oil canisters on belt.",Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
130,Collapse Worker,low,0,1,0,3,1,2,0,"Covered in dust, carrying chisels.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
131,Plague Drummer,low,0,1,0,1,3,2,0,"Carries bone drums, pustules covering skin.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
132,Ember Masker,low,2,0,2,1,1,2,0,Wears mask of burning ember wood.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
133,Soul Drinker,low,1,1,2,3,0,2,0,Hollow-eyed cultist with black smoke rising.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
