lore_text,mechanics_text
"Blood Evoker — GRUNTS of Wind/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Hymncaller Priest — GRUNTS of Oath/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"River Wolf — GRUNTS of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Desert Hawk — GRUNTS of Oath/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Marsh Stalker — GRUNTS of Eye/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Jackal Alpha — GRUNTS of Oath/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Serpent Queen — GRUNTS of Wind/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Scorpion King — GRUNTS of Stone/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Hyena Matron — GRUNTS of Eye/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ink Tongue — GRUNTS of Stone/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Dust Librarian — GRUNTS of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Cuneiform Shade — GRUNTS of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bronze Automaton — GRUNTS of Veil/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Thrower — GRUNTS of Eye/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Siege Ox — GRUNTS of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Fire Bearer — GRUNTS of Oath/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Obsidian Helm — GRUNTS of Wind/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Marshal — GRUNTS of Veil/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Oracle — GRUNTS of Oath/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blood Prophet — GRUNTS of Eye/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bone Choir — GRUNTS of Stone/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Hill Ram — GRUNTS of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Desert Viper — GRUNTS of Eye/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"River Titan — GRUNTS of Eye/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crocodile Warlord — GRUNTS of Wind/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Vulture Queen — GRUNTS of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Frog Mother — GRUNTS of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Desert Boar — GRUNTS of Eye/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Tablet Binder — GRUNTS of Oath/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Sand Archivist — GRUNTS of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Word Eater — GRUNTS of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
